RADZIHOVSKY, L,TONER, J
HONECKER, A,MARTINO, AD
HONECKER, A,PESCHEL, I
HONECKER, A,CABRA, DC
HONECKER, A,SIMON, P
HONECKER, A,PETRENKO, OA
HONECKER, A,EHOLZER, W
HONECKER, A,FEHER, L
HONECKER, A,KAULKE, M
HONECKER, A,SCHOTTE, KD
CAPPONI, S,GIAMARCHI, T
CAPPONI, S,MOREO, A
CAPPONI, S,MALVEZZI, AL
CAPPONI, S,STAFFORD, C
BOSSCHE, MVD,CAFFAREL, M
BOSSCHE, MVD,LAAD, MS
OOSTEN, ABV,BROER, R
OOSTEN, ABV,NIEUWPOORT, WC
OOSTEN, ABV,MAMBRINI, M
OOSTEN, ABV,SULPICE, A
OOSTEN, ABV,STEPANOV, A
OOSTEN, ABV,PASHCHENKO, VA
SORENSEN, ES,GINGRAS, MJP
SORENSEN, ES,POLIZZI, E
SHI, DN,LI, YQ
SHI, DN,JOSHI, A
MAMBRINI, M,TREBOSC, J
MAMBRINI, M,SULPICE, A
MAMBRINI, M,STEPANOV, A
MAMBRINI, M,PASHCHENKO, VA
SULPICE, A,MELIN, R
SULPICE, A,GANDIT, P
SULPICE, A,BOURGEOIS, O
SULPICE, A,LESUEUR, J
SULPICE, A,GRISON, X
SULPICE, A,CHAUSSY, J
SULPICE, A,STEPANOV, A
SULPICE, A,PASHCHENKO, VA
STEPANOV, A,CELESTINI, F
STEPANOV, A,MERTZ, D
STEPANOV, A,KSARI, Y
STEPANOV, A,DEBIERRE, JM
STEPANOV, A,DELMAS, C
STEPANOV, A,PASHCHENKO, VA
ILICHEV, E,ZAKOSARENKO, V
ILICHEV, E,IJSSELSTEIJN, RPJ
ILICHEV, E,HOENIG, HE
ILICHEV, E,SCHULTZE, V
ILICHEV, E,MEYER, HG
ILICHEV, E,GRAJCAR, M
ZAKOSARENKO, V,IJSSELSTEIJN, RPJ
ZAKOSARENKO, V,HOENIG, HE
ZAKOSARENKO, V,SCHULTZE, V
ZAKOSARENKO, V,MEYER, HG
ZAKOSARENKO, V,GRAJCAR, M
IJSSELSTEIJN, RPJ,HOENIG, HE
IJSSELSTEIJN, RPJ,SCHULTZE, V
IJSSELSTEIJN, RPJ,MEYER, HG
IJSSELSTEIJN, RPJ,GRAJCAR, M
HOENIG, HE,SCHULTZE, V
HOENIG, HE,MEYER, HG
HOENIG, HE,GRAJCAR, M
SCHULTZE, V,MEYER, HG
SCHULTZE, V,GRAJCAR, M
MEYER, HG,GRAJCAR, M
GIAMARCHI, T,GEORGES, A
GIAMARCHI, T,ORIGNAC, E
GIAMARCHI, T,CHITRA, R
GIAMARCHI, T,MOUHANNA, D
GIAMARCHI, T,MAUREY, H
GIAMARCHI, T,CARPENTIER, D
GIAMARCHI, T,SANDLER, N
GIAMARCHI, T,SCHWARTZ, A
GIAMARCHI, T,DRESSEL, M
GIAMARCHI, T,VESCOLI, V
GIAMARCHI, T,CHAUVE, P
GIAMARCHI, T,VIDAL, J
GEORGES, A,COLEMAN, P
GEORGES, A,SENGUPTA, AM
GEORGES, A,MEIR, Y
GEORGES, A,ROZENBERG, MJ
GEORGES, A,KOTLIAR, G
GEORGES, A,LALOUX, L
GEORGES, A,KRAUTH, W
GEORGES, A,SANDLER, N
GEORGES, A,GREMPEL, DR
GEORGES, A,SENGUPTA, A
GEORGES, A,PARCOLLET, O
GEORGES, A,BURDIN, S
ORIGNAC, E,ITOI, C
ORIGNAC, E,CITRO, R
CHITRA, R,SEN, D
CHITRA, R,ROZENBERG, MJ
CHITRA, R,KOTLIAR, G
CHITRA, R,PATI, S
CHITRA, R,KRISHNAMURTHY, HR
CHITRA, R,RAMASESHA, S
MOUHANNA, D,LECHEMINANT, P
MOUHANNA, D,AZARIA, P
MOUHANNA, D,DELAMOTTE, B
MOUHANNA, D,VIDAL, J
MOUHANNA, D,TISSIER, M
CARPENTIER, D,VISHWANATH, A
SANDLER, N,PHILLIPS, P
SCHWARTZ, A,SCHEFFLER, M
SCHWARTZ, A,ANLAGE, SM
SCHWARTZ, A,DRESSEL, M
SCHWARTZ, A,VESCOLI, V
DRESSEL, M,VESCOLI, V
VIDAL, J,BELLISSARD, J
VIDAL, J,DOUCOT, B
VIDAL, J,BUTAUD, P
VIDAL, J,MOSSERI, R
VIDAL, J,FOURNIER, T
VIDAL, J,TEDESCO, S
VIDAL, J,DALZOTTO, B
VINOKUR, VM,NATTERMANN, T
VINOKUR, VM,SCHEIDL, S
VINOKUR, VM,FOGLER, MM
VINOKUR, VM,CHEN, L
VINOKUR, VM,ARANSON, I
VINOKUR, VM,KOPNIN, NB
VINOKUR, VM,KOSHELEV, AE
VINOKUR, VM,KALATSKY, VA
VINOKUR, VM,BULAEVSKII, LN
VINOKUR, VM,METLUSHKO, V
VINOKUR, VM,WELP, U
VINOKUR, VM,CRABTREE, GW
VINOKUR, VM,ROGACKI, K
VINOKUR, VM,DABROWSKI, B
VINOKUR, VM,ARANSON, IS
VINOKUR, VM,MALEY, MP
VINOKUR, VM,KWOK, WK
VINOKUR, VM,BLAIR, D
VINOKUR, VM,LEAF, GK
VINOKUR, VM,OBUKHOV, S
WIESE, KJ,DAVID, F
WIESE, KJ,KEHREIN, S
WIESE, KJ,MUENKEL, C
FISHER, DS,HUSE, DA
FISHER, DS,DAHMEN, K
FISHER, DS,YOUNG, AP
FISHER, DS,MOUSTAKAS, AL
FISHER, DS,WATSON, J
FISHER, DS,RAMANATHAN, S
FISHER, DS,ERTACS, D
FISHER, DS,LEATH, PL
FISHER, DS,BENZION, Y
FISHER, DS,MAU, S
FISHER, DS,MOTRUNICH, O
KOSHELEV, AE,NORDBORG, H
KOSHELEV, AE,BULAEVSKII, LN
KOSHELEV, AE,MALEY, MP
KOSHELEV, AE,MOROZOV, N
KOSHELEV, AE,THORSMOLLE, V
KOSHELEV, AE,PETREAN, A
KOSHELEV, AE,KWOK, WK
KOSHELEV, AE,LI, TW
KOSHELEV, AE,COULTER, JY
LALOUX, L,BOUCHAUD, J
LALOUX, L,CONT, R
LALOUX, L,CIZEAU, P
LALOUX, L,AGUILAR, J
HOROVITZ, B,AVISHAI, Y
HOROVITZ, B,KAGALOVSKY, V
HOROVITZ, B,GOLUB, A
HOROVITZ, B,GOLDIN, TR
TIKOFSKY, AM,BAILEY, DB
TIKOFSKY, AM,PIKUS, FG
PIKUS, FG,SHKLOVSKII, BI
PIKUS, FG,KOULAKOV, AA
PIKUS, FG,TSIPER, EV
PIKUS, FG,LIKHAREV, KK
PIKUS, FG,EFROS, AL
PIKUS, FG,KNAP, W
PIKUS, FG,SKIERBISZEWSKI, C
PIKUS, FG,ZDUNIAK, A
PIKUS, FG,LITWINSTASZEWSKA, E
PIKUS, FG,BERTHO, D
PIKUS, FG,KOBBI, F
PIKUS, FG,ROBERT, JL
PIKUS, FG,PIKUS, GE
PIKUS, FG,IORDANSKII, SV
PIKUS, FG,MOSSER, V
PIKUS, FG,ZEKENTES, K
PIKUS, FG,LYANDAGELLER, YB
PIKUS, FG,HASSENKAM, T
PIKUS, FG,PEDERSEN, S
PIKUS, FG,BAKLANOV, K
PIKUS, FG,KRISTENSEN, A
PIKUS, FG,SORENSEN, CB
PIKUS, FG,LINDELOF, PE
BRAY, AJ,SWIFT, MR
BRAY, AJ,DROSSEL, B
BRAY, AJ,MOORE, MA
BRAY, AJ,OCONNOR, D
BRAY, AJ,STEPHENS, CR
BRAY, AJ,PURI, S
BRAY, AJ,SIRE, C
BRAY, AJ,MAJUMDAR, SN
BRAY, AJ,EMMOTT, CL
BRAY, AJ,NEWMAN, TJ
BRAY, AJ,FILIPE, JAN
BRAY, AJ,KRUG, J
BRAY, AJ,CORNELL, SJ
BRAY, AJ,OERDING, K
BRAY, AJ,BOKIL, H
BRAY, AJ,CHIN, S
BRAY, AJ,RAPAPA, PN
BRAY, AJ,CHRISTENSEN, JJ
BRAY, AJ,BRIANT, AJ
BRAY, AJ,JERVIS, DK
BRAY, AJ,RAPAPA, NP
BRAY, AJ,TRAVASSO, RDM
SWIFT, MR,OSBORN, WR
SWIFT, MR,NEWMAN, TJ
SWIFT, MR,CORNELL, SJ
SWIFT, MR,BOKIL, H
SWIFT, MR,TRAVASSO, RDM
DROSSEL, B,MIKHEEV, LV
DROSSEL, B,MOORE, MA
DROSSEL, B,DAHMEN, K
DROSSEL, B,CLAR, S
DROSSEL, B,SCHWABL, F
DROSSEL, B,BOKIL, H
DROSSEL, B,SCHENK, K
DROSSEL, B,PRELLBERG, T
DROSSEL, B,MOORE, M
MOORE, MA,WILKIN, NK
MOORE, MA,NEWMAN, TJ
MOORE, MA,BLUM, T
MOORE, MA,YEO, J
MOORE, MA,DODGSON, MJW
MOORE, MA,THOMPSON, AM
MOORE, MA,BOKIL, H
MOORE, MA,PEREZGARRIDO, A
MOORE, MA,KIENAPPEL, AK
MOORE, MA,CHIN, S
MOORE, MA,PHILLIPSON, SJ
OCONNOR, D,FREIRE, F
OCONNOR, D,STEPHENS, CR
OCONNOR, D,NASH, C
OCONNOR, D,GAITE, J
OCONNOR, D,EIJCK, MAV
STEPHENS, CR,FREIRE, F
STEPHENS, CR,EIJCK, MAV
STEPHENS, CR,WAELBROECK, H
PURI, S,FILIPE, JAN
PURI, S,HAYAKAWA, H
PURI, S,BRAY, A
PURI, S,LEBOWITZ, J
SIRE, C,MAJUMDAR, SN
SIRE, C,KRUG, J
SIRE, C,CORNELL, SJ
SIRE, C,RUDINGER, A
SIRE, C,CUEILLE, S
SIRE, C,YURKE, B
SIRE, C,PARGELLIS, AN
SIRE, C,CHAVANIS, P
MAJUMDAR, SN,BARMA, M
MAJUMDAR, SN,SENGUPTA, AM
MAJUMDAR, SN,DAMLE, K
MAJUMDAR, SN,KRISHNAMURTHY, S
MAJUMDAR, SN,KRUG, J
MAJUMDAR, SN,CORNELL, SJ
MAJUMDAR, SN,RUDINGER, A
MAJUMDAR, SN,DHAR, A
MAJUMDAR, SN,YURKE, B
MAJUMDAR, SN,PARGELLIS, AN
MAJUMDAR, SN,R, R
MAJUMDAR, SN,RADHAKRISHNAN, J
NEWMAN, TJ,MCKANE, AJ
NEWMAN, TJ,VOLMER, A
NEWMAN, TJ,TOROCZKAI, Z
NEWMAN, TJ,CHIN, S
NEWMAN, TJ,TRIAMPO, W
NEWMAN, TJ,STRALEY, JP
NEWMAN, TJ,KOLOMEISKY, EB
NEWMAN, TJ,QI, X
FILIPE, JAN,RODGERS, GJ
KRUG, J,ALANISSILA, T
KRUG, J,AMARAL, LAN
KRUG, J,MAJANIEMI, S
KRUG, J,CORNELL, SJ
KRUG, J,ROST, M
KRUG, J,SMILAUER, P
KRUG, J,BRENDEL, L
KRUG, J,KOTRLA, M
KRUG, J,POLITI, P
KRUG, J,GARCIA, J
KRUG, J,MICHELY, T
CORNELL, SJ,OERDING, K
CORNELL, SJ,RAPAPA, PN
OERDING, K,JANSSEN, HK
OERDING, K,III, HJHIFTP
OERDING, K,BRUNEL, V
OERDING, K,KUTBAY, U
OERDING, K,STENULL, O
OERDING, K,LEROY, JP
BOKIL, H,NARAYAN, O
BOKIL, H,MOORE, M
BOKIL, H,TRAVASSO, RDM
CHIN, S,NGUYEN, AK
CHIN, S,SUDBOE, A
BRIANT, AJ,JERVIS, DK
WALKER, MB,LUETTMERSTRATHMANN, J
WALKER, MB,PAIROR, P
WALKER, MB,SMITH, MF
ZALIZNYAK, IA,BROHOLM, C
ZALIZNYAK, IA,TAKAGI, H
ZALIZNYAK, IA,KIBUNE, M
ZALIZNYAK, IA,NOHARA, M
CHERNYSHEV, AL,GOODING, RJ
CHERNYSHEV, AL,LEUNG, PW
CHERNYSHEV, AL,BELINICHER, VI
CHERNYSHEV, AL,SHUBIN, VA
CHERNYSHEV, AL,GRONBECHJENSEN, N
CHERNYSHEV, AL,YU, ZG
PETRENKO, OA,COLLINS, MF
PETRENKO, OA,PAUL, DM
PETRENKO, OA,GLAZKOV, VN
PETRENKO, OA,SMIRNOV, AI
PETRENKO, OA,VETKIN, AG
PETRENKO, OA,EREMINA, RM
OLGUIN, D,BAQUERO, R
OLGUIN, D,FISICA, DD
OLGUIN, D,GARCIA, AE
OLGUIN, D,ZEPEDANAVRATIL, A
OLGUIN, D,CAMACHO, A
BAQUERO, R,QUESADA, D
BAQUERO, R,TRALLEROGINER, C
BAQUERO, R,FISICA, DD
BAQUERO, R,GARCIA, AE
BAQUERO, R,ZEPEDANAVRATIL, A
BAQUERO, R,CAMACHO, A
BAQUERO, R,RUBIOPONCE, A
BAQUERO, R,PENA, R
GARCIA, AE,ZEPEDANAVRATIL, A
GARCIA, AE,CAMACHO, A
ZEPEDANAVRATIL, A,CAMACHO, A
QUESADA, D,TRALLEROGINER, C
QUESADA, D,RUBIOPONCE, A
QUESADA, D,PENA, R
TRALLEROGINER, C,BIRMAN, JL
TRALLEROGINER, C,MENENDEZPROUPIN, E
TRALLEROGINER, C,PENA, JL
TRALLEROGINER, C,GARCIACRISTOBAL, A
TRALLEROGINER, C,RUBIOPONCE, A
TRALLEROGINER, C,PENA, R
TRALLEROGINER, C,LU, M
TRALLEROGINER, C,LEONPEREZ, FD
RUBIOPONCE, A,PENA, R
SCALAPINO, DJ,SOLYOM, J
SCALAPINO, DJ,LEVIN, K
SCALAPINO, DJ,DEMLER, E
SCALAPINO, DJ,SCHRIEFFER, JR
SCALAPINO, DJ,MARTINDELGADO, MA
SCALAPINO, DJ,PREUSS, R
SCALAPINO, DJ,WHITE, SR
SCALAPINO, DJ,ROMMER, S
SCALAPINO, DJ,HAYWARD, CA
SCALAPINO, DJ,NOACK, M
SCALAPINO, DJ,LAB, WHWH
SCALAPINO, DJ,KOSZTIN, I
SCALAPINO, DJ,JANKO, B
SCALAPINO, DJ,MOLER, KA
SCALAPINO, DJ,TRUGMAN, SA
SCALAPINO, DJ,NOACK, RM
SCALAPINO, DJ,ASSAAD, FF
SCALAPINO, DJ,IMADA, M
SCALAPINO, DJ,QUINLAN, SM
SCALAPINO, DJ,ZIEGLER, W
SCALAPINO, DJ,BULUT, N
SCALAPINO, DJ,SALKOLA, MI
SCALAPINO, DJ,DUKELSKY, J
SCALAPINO, DJ,DAUL, S
SCALAPINO, DJ,DAHM, T
SCALAPINO, DJ,JECKELMANN, E
SCALAPINO, DJ,KIM, EH
PREUSS, R,LINDEN, WVD
PREUSS, R,ZIEGLER, W
PREUSS, R,EVERTZ, HG
PREUSS, R,GROBER, C
HAYWARD, CA,NOACK, M
HAYWARD, CA,LAB, WHWH
HAYWARD, CA,LEVY, LP
HAYWARD, CA,BERTHIER, C
HAYWARD, CA,HORVATIC, M
NOACK, M,LAB, WHWH
AFFLECK, I,WHITE, SR
AFFLECK, I,SALEUR, H
AFFLECK, I,FABRIZIO, M
AFFLECK, I,SIKKEMA, A
AFFLECK, I,BARZYKIN, V
AFFLECK, I,EGGERT, S
AFFLECK, I,SAGI, J
AFFLECK, I,GAN, J
AFFLECK, I,OSHIKAWA, M
AFFLECK, I,SORENSEN, E
AFFLECK, I,YU, L
AFFLECK, I,AMIN, MHS
AFFLECK, I,SIKKEMA, AE
AFFLECK, I,BUYERS, WJL
AFFLECK, I,ITOI, C
AFFLECK, I,ZAGOSKIN, AM
AFFLECK, I,AUGIER, D
AFFLECK, I,CAUX, J
AFFLECK, I,SAVAGE, A
AFFLECK, I,HORTON, M
AFFLECK, I,ZAGOSKIN, A
DOBRY, A,GRECO, A
DOBRY, A,KOVAL, S
DOBRY, A,CECCATTO, HA
DOBRY, A,CABRA, D
DOBRY, A,ROSSINI, G
DOBRY, A,AUGIER, D
DOBRY, A,RIERA, JA
DOBRY, A,FEIGUIN, AE
DOBRY, A,IBACETA, D
DOBRY, A,HANSEN, P
KOVAL, S,GRECO, A
KOVAL, S,ALIGIA, AA
KOVAL, S,PANTIGNY, F
KOVAL, S,CASTRO, M
KOVAL, S,MIGONI, R
KOVAL, S,STACHIOTTI, MG
KOVAL, S,RODRIGUEZ, CO
KOVAL, S,MIGONI, RL
KOVAL, S,BURRIEL, R
KOVAL, S,MORENO, MS
KOVAL, S,VARELA, A
BOURBONNAIS, C,VILK, YM
BOURBONNAIS, C,TREMBLAY, AMS
BOURBONNAIS, C,AZZOUZ, M
BOURBONNAIS, C,CARON, LG
BOURBONNAIS, C,BOIES, D
BOURBONNAIS, C,REVCOLEVSCHI, A
BOURBONNAIS, C,DUMOULIN, B
BOURBONNAIS, C,AMMERAHL, U
BOURBONNAIS, C,DHALENNE, G
BOURBONNAIS, C,TOUCHETTE, H
BOURBONNAIS, C,MAYAFFRE, H
BOURBONNAIS, C,AUBANSENZIER, P
BOURBONNAIS, C,NELISSE, H
BOURBONNAIS, C,SEDEKI, A
MOREO, A,NAZARENKO, A
MOREO, A,SANDVIK, A
MOREO, A,HORSCH, P
MOREO, A,DUFFY, D
MOREO, A,MALVEZZI, AL
MOREO, A,WANG, XQG
MOREO, A,BUHLER, C
MOREO, A,MAYR, M
MOREO, A,FEIGUIN, A
SORENSEN, E,JOLICOEUR, T
SORENSEN, E,GOLINELLI, O
SORENSEN, E,RODDICK, E
SORENSEN, E,MACDONALD, A
SORENSEN, E,AUGIER, D
SORENSEN, E,GINGRAS, M
SORENSEN, E,HUSE, D
SORENSEN, E,HANSEN, P
NOACK, RM,FRAHM, H
NOACK, RM,GUERRERO, M
NOACK, RM,MARTINDELGADO, MA
NOACK, RM,WHITE, SR
NOACK, RM,BEDURFTIG, G
NOACK, RM,BULUT, N
NOACK, RM,DAUL, S
NOACK, RM,HETZEL, RE
NOACK, RM,GEBHARD, F
NOACK, RM,VOJTA, M
NOACK, RM,BRENDEL, B
MALVEZZI, AL,ALCARAZ, FC
MALVEZZI, AL,HOTTA, T
MALVEZZI, AL,GAZZA, CJ
MALVEZZI, AL,LAUKAMP, M
MALVEZZI, AL,HANSEN, PM
MALVEZZI, AL,LOPEZ, AC
BOUZERAR, G,BENNEMANN, KH
BOUZERAR, G,UHRIG, GS
BOUZERAR, G,MULLERHARTMANN, E
BOUZERAR, G,FEHSKE, H
BOUZERAR, G,JAPARIDZE, GI
BOUZERAR, G,SCHONFELD, F
BOUZERAR, G,KNORREN, R
BOUZERAR, G,WEISSE, A
BOUZERAR, G,LEGEZA, O
BOUZERAR, G,ZIMAN, T
REVCOLEVSCHI, A,JOLICOEUR, T
REVCOLEVSCHI, A,GUENTHERODT, G
REVCOLEVSCHI, A,SRIDHAR, S
REVCOLEVSCHI, A,MARTINEZ, G
REVCOLEVSCHI, A,UHRIG, GS
REVCOLEVSCHI, A,BRUYNSERAEDE, Y
REVCOLEVSCHI, A,SRIKANTH, H
REVCOLEVSCHI, A,LYNN, JW
REVCOLEVSCHI, A,LEMMENS, P
REVCOLEVSCHI, A,LOOSDRECHT, PHMV
REVCOLEVSCHI, A,HUANT, S
REVCOLEVSCHI, A,DHALENNE, GMG
REVCOLEVSCHI, A,VORDERWISCH, P
REVCOLEVSCHI, A,LORENZ, T
REVCOLEVSCHI, A,AMMERAHL, U
REVCOLEVSCHI, A,ZIEMES, R
REVCOLEVSCHI, A,BUECHNER, B
REVCOLEVSCHI, A,DHALENNE, G
REVCOLEVSCHI, A,ZEMAN, J
REVCOLEVSCHI, A,BERTHIER, C
REVCOLEVSCHI, A,HORVATIC, M
REVCOLEVSCHI, A,REGNAULT, LP
REVCOLEVSCHI, A,MCMORROW, DF
REVCOLEVSCHI, A,PARMIGIANI, F
REVCOLEVSCHI, A,SOKOLOFF, JB
REVCOLEVSCHI, A,ZHAI, Z
REVCOLEVSCHI, A,VASILEV, AN
REVCOLEVSCHI, A,MAYAFFRE, H
REVCOLEVSCHI, A,AUBANSENZIER, P
REVCOLEVSCHI, A,ELS, G
REVCOLEVSCHI, A,VONBERG, H
REVCOLEVSCHI, A,REVCOLEVSCHI, B
REVCOLEVSCHI, A,PINSARD, SSL
REVCOLEVSCHI, A,VASILIUDOLOC, L
REVCOLEVSCHI, A,SMIRNOV, D
REVCOLEVSCHI, A,LEOTIN, J
REVCOLEVSCHI, A,AIN, M
REVCOLEVSCHI, A,LORENZO, JE
REVCOLEVSCHI, A,HENNION, B
REVCOLEVSCHI, A,MOSHCHALKOV, VV
REVCOLEVSCHI, A,PRESURA, C
REVCOLEVSCHI, A,PALSTRA, TTM
REVCOLEVSCHI, A,JEGOUDEZ, J
REVCOLEVSCHI, A,BOUCHER, JP
REVCOLEVSCHI, A,MEETSMA, A
REVCOLEVSCHI, A,BOER, JLD
REVCOLEVSCHI, A,PRYADUN, VV
REVCOLEVSCHI, A,KONSTANTINOVIC, MJ
REVCOLEVSCHI, A,HENNION, M
REVCOLEVSCHI, A,MOUSSA, F
REVCOLEVSCHI, A,BIOTTEAU, G
REVCOLEVSCHI, A,RODRIGUEZCARVAJAL, J
REVCOLEVSCHI, A,PINSARD, L
REVCOLEVSCHI, A,RONNOW, HM
REVCOLEVSCHI, A,MOUDDEN, AH
REVCOLEVSCHI, A,LEONGUEVARA, AMD
REVCOLEVSCHI, A,RAVY, S
REVCOLEVSCHI, A,MOUDDEN, H
REVCOLEVSCHI, A,HIESS, A
REVCOLEVSCHI, A,PATANJALI, PV
REVCOLEVSCHI, A,THEULE, P
REVCOLEVSCHI, A,HAKIM, N
REVCOLEVSCHI, A,SURYANARAYANAN, R
REVCOLEVSCHI, A,APOSTU, M
REVCOLEVSCHI, A,REVURAT, YF
REVCOLEVSCHI, A,VIETKINE, A
REVCOLEVSCHI, A,BOK, J
REVCOLEVSCHI, A,GORDON, I
REVCOLEVSCHI, A,MANGIN, S
REVCOLEVSCHI, A,ANANE, A
REVCOLEVSCHI, A,RAQUET, B
REVCOLEVSCHI, A,MOLNAR, SV
REVCOLEVSCHI, A,PINSARDGODART, L
REVCOLEVSCHI, A,ENDERLE, M
REVCOLEVSCHI, A,HOSER, A
REVCOLEVSCHI, A,PROKES, K
REVCOLEVSCHI, A,SCHNEIDER, H
REVCOLEVSCHI, A,LICCI, F
REVCOLEVSCHI, A,COCHEC, JL
REVCOLEVSCHI, A,LAMURA, G
REVCOLEVSCHI, A,GAUZZI, A
REVCOLEVSCHI, A,DEUTSCHER, G
LEVY, LP,BAYOT, V
LEVY, LP,MELINTE, S
LEVY, LP,BERTHIER, C
LEVY, LP,HORVATIC, M
LEVY, LP,CHABOUSSANT, G
LEVY, LP,JULIEN, MH
LEVY, LP,FAGOTREVURAT, Y
LEVY, LP,PIOVESANA, O
LEVY, LP,HANSON, ME
LEVY, LP,FREYTAG, N
AMMERAHL, U,SRIDHAR, S
AMMERAHL, U,LORENZ, T
AMMERAHL, U,ZIEMES, R
AMMERAHL, U,BUECHNER, B
AMMERAHL, U,DHALENNE, G
AMMERAHL, U,AUWEILER, T
AMMERAHL, U,SOL, BBAC
AMMERAHL, U,REGNAULT, LP
AMMERAHL, U,SOKOLOFF, JB
AMMERAHL, U,ZHAI, Z
AMMERAHL, U,MAYAFFRE, H
AMMERAHL, U,AUBANSENZIER, P
AMMERAHL, U,LORENZO, JE
AMMERAHL, U,BOUCHER, JP
AMMERAHL, U,MOUDDEN, H
AMMERAHL, U,HIESS, A
AMMERAHL, U,PATANJALI, PV
AMMERAHL, U,HAKIM, N
AMMERAHL, U,VIETKINE, A
DHALENNE, G,JOLICOEUR, T
DHALENNE, G,GUENTHERODT, G
DHALENNE, G,SRIDHAR, S
DHALENNE, G,MARTINEZ, G
DHALENNE, G,UHRIG, GS
DHALENNE, G,LEMMENS, P
DHALENNE, G,LOOSDRECHT, PHMV
DHALENNE, G,VORDERWISCH, P
DHALENNE, G,LORENZ, T
DHALENNE, G,ZIEMES, R
DHALENNE, G,BUECHNER, B
DHALENNE, G,ZEMAN, J
DHALENNE, G,BERTHIER, C
DHALENNE, G,HORVATIC, M
DHALENNE, G,REGNAULT, LP
DHALENNE, G,MCMORROW, DF
DHALENNE, G,PARMIGIANI, F
DHALENNE, G,ZHAI, Z
DHALENNE, G,VASILEV, AN
DHALENNE, G,MAYAFFRE, H
DHALENNE, G,AUBANSENZIER, P
DHALENNE, G,ELS, G
DHALENNE, G,VONBERG, H
DHALENNE, G,AIN, M
DHALENNE, G,LORENZO, JE
DHALENNE, G,HENNION, B
DHALENNE, G,JEGOUDEZ, J
DHALENNE, G,BOUCHER, JP
DHALENNE, G,PRYADUN, VV
DHALENNE, G,RONNOW, HM
DHALENNE, G,MOUDDEN, H
DHALENNE, G,HIESS, A
DHALENNE, G,PATANJALI, PV
DHALENNE, G,THEULE, P
DHALENNE, G,HAKIM, N
DHALENNE, G,SURYANARAYANAN, R
DHALENNE, G,APOSTU, M
DHALENNE, G,REVURAT, YF
DHALENNE, G,ENDERLE, M
DHALENNE, G,HOSER, A
DHALENNE, G,PROKES, K
DHALENNE, G,SCHNEIDER, H
BERTHIER, C,COLLIN, G
BERTHIER, C,BAYOT, V
BERTHIER, C,MELINTE, S
BERTHIER, C,HORVATIC, M
BERTHIER, C,TEPLOV, MA
BERTHIER, C,SAKHRATOV, YA
BERTHIER, C,DOOGLAV, AV
BERTHIER, C,EGOROV, AV
BERTHIER, C,KRJUKOV, EV
BERTHIER, C,CHABOUSSANT, G
BERTHIER, C,JULIEN, MH
BERTHIER, C,FAGOTREVURAT, Y
BERTHIER, C,PIOVESANA, O
BERTHIER, C,MAYAFFRE, H
BERTHIER, C,HANSON, ME
BERTHIER, C,BAKHAREV, ON
BERTHIER, C,MENDELS, P
BERTHIER, C,LEVY, L
BERTHIER, C,REVURAT, YF
BERTHIER, C,BORSA, F
BERTHIER, C,CARRETTA, P
BERTHIER, C,LIN, CT
BERTHIER, C,MARUCCO, JF
BERTHIER, C,FREYTAG, N
BERTHIER, C,SEGRANSAN, P
HORVATIC, M,COLLIN, G
HORVATIC, M,UHRIG, GS
HORVATIC, M,BAYOT, V
HORVATIC, M,MELINTE, S
HORVATIC, M,SCHOENFELD, F
HORVATIC, M,KEREN, A
HORVATIC, M,TEPLOV, MA
HORVATIC, M,SAKHRATOV, YA
HORVATIC, M,DOOGLAV, AV
HORVATIC, M,EGOROV, AV
HORVATIC, M,KRJUKOV, EV
HORVATIC, M,CHABOUSSANT, G
HORVATIC, M,JULIEN, MH
HORVATIC, M,FAGOTREVURAT, Y
HORVATIC, M,PIOVESANA, O
HORVATIC, M,GATTESCHI, D
HORVATIC, M,MAYAFFRE, H
HORVATIC, M,HANSON, ME
HORVATIC, M,BAKHAREV, ON
HORVATIC, M,MENDELS, P
HORVATIC, M,LEVY, L
HORVATIC, M,REVURAT, YF
HORVATIC, M,TEDOLDI, F
HORVATIC, M,SANTACHIARA, R
HORVATIC, M,BOUCHER, J
HORVATIC, M,BORSA, F
HORVATIC, M,CARRETTA, P
HORVATIC, M,LIN, CT
HORVATIC, M,MARUCCO, JF
HORVATIC, M,JANG, ZH
HORVATIC, M,LASCIALFARI, A
HORVATIC, M,CANESCHI, A
HORVATIC, M,FREYTAG, N
HORVATIC, M,SEGRANSAN, P
HORVATIC, M,MEKATA, M
HORVATIC, M,LIMOT, L
AUGIER, D,DELIA, A
AUGIER, D,SMIRNOV, D
AUGIER, D,LEOTIN, J
AUGIER, D,HANSEN, P
DELIA, A,RIERA, JA
DELIA, A,HANSEN, PM
CHABOUSSANT, G,JULIEN, MH
CHABOUSSANT, G,FAGOTREVURAT, Y
CHABOUSSANT, G,PIOVESANA, O
CHABOUSSANT, G,HANSON, ME
CHABOUSSANT, G,BOUCHER, JP
CHABOUSSANT, G,CALEMCZUK, R
CHABOUSSANT, G,LEVY, L
PIOVESANA, O,JULIEN, MH
PIOVESANA, O,FAGOTREVURAT, Y
PIOVESANA, O,MAYAFFRE, H
PIOVESANA, O,HANSON, ME
PIOVESANA, O,BOUCHER, JP
PIOVESANA, O,CALEMCZUK, R
PIOVESANA, O,LEVY, L
PIOVESANA, O,SEGRANSAN, P
